HEX0[5],PIN_AG18,Seven Segment Digit 0[5],3.3V
HEX0[6],PIN_AH18,Seven Segment Digit 0[6],3.3V
HEX1[0],PIN_AF16,Seven Segment Digit 1[0],3.3V
HEX1[1],PIN_V16,Seven Segment Digit 1[1],3.3V
HEX1[2],PIN_AE16,Seven Segment Digit 1[2],3.3V
HEX1[3],PIN_AD17,Seven Segment Digit 1[3],3.3V
HEX1[4],PIN_AE18,Seven Segment Digit 1[4],3.3V
HEX1[5],PIN_AE17,Seven Segment Digit 1[5],3.3V
HEX1[6],PIN_V17,Seven Segment Digit 1[6],3.3V
HEX2[0],PIN_AA21,Seven Segment Digit 2[0],3.3V
HEX2[1],PIN_AB17,Seven Segment Digit 2[1],3.3V
HEX2[2],PIN_AA18,Seven Segment Digit 2[2],3.3V
HEX2[3],PIN_Y17,Seven Segment Digit 2[3],3.3V
HEX2[4],PIN_Y18,Seven Segment Digit 2[4],3.3V
HEX2[5],PIN_AF18,Seven Segment Digit 2[5],3.3V
HEX2[6],PIN_W16,Seven Segment Digit 2[6],3.3V
HEX3[0],PIN_Y19,Seven Segment Digit 3[0],3.3V
HEX3[1],PIN_W19,Seven Segment Digit 3[1],3.3V
HEX3[2],PIN_AD19,Seven Segment Digit 3[2],3.3V
HEX3[3],PIN_AA20,Seven Segment Digit 3[3],3.3V
HEX3[4],PIN_AC20,Seven Segment Digit 3[4],3.3V
HEX3[5],PIN_AA19,Seven Segment Digit 3[5],3.3V
HEX3[6],PIN_AD20,Seven Segment Digit 3[6],3.3V
HEX4[0],PIN_AD21,Seven Segment Digit 4[0],3.3V
HEX4[1],PIN_AG22,Seven Segment Digit 4[1],3.3V
HEX4[2],PIN_AE22,Seven Segment Digit 4[2],3.3V
HEX4[3],PIN_AE23,Seven Segment Digit 4[3],3.3V
HEX4[4],PIN_AG23,Seven Segment Digit 4[4],3.3V
HEX4[5],PIN_AF23,Seven Segment Digit 4[5],3.3V
HEX4[6],PIN_AH22,Seven Segment Digit 4[6],3.3V
HEX5[0],PIN_AF21,Seven Segment Digit 5[0],3.3V
HEX5[1],PIN_AG21,Seven Segment Digit 5[1],3.3V
HEX5[2],PIN_AF20,Seven Segment Digit 5[2],3.3V
HEX5[3],PIN_AG20,Seven Segment Digit 5[3],3.3V
HEX5[4],PIN_AE19,Seven Segment Digit 5[4],3.3V
HEX5[5],PIN_AF19,Seven Segment Digit 5[5],3.3V
HEX5[6],PIN_AB21,Seven Segment Digit 5[6],3.3V
GPIO[0],PIN_W15,GPIO Connection 0[0],3.3V
GPIO[1],PIN_AK2,GPIO Connection 0[1],3.3V
GPIO[2],PIN_Y16,GPIO Connection 0[2],3.3V
GPIO[3],PIN_AK3,GPIO Connection 0[3],3.3V
GPIO[4],PIN_AJ1,GPIO Connection 0[4],3.3V
GPIO[5],PIN_AJ2,GPIO Connection 0[5],3.3V
GPIO[6],PIN_AH2,GPIO Connection 0[6],3.3V
GPIO[7],PIN_AH3,GPIO Connection 0[7],3.3V
GPIO[8],PIN_AH4,GPIO Connection 0[8],3.3V
GPIO[9],PIN_AH5,GPIO Connection 0[9],3.3V
GPIO[10],PIN_AG1,GPIO Connection 0[10],3.3V
GPIO[11],PIN_AG2,GPIO Connection 0[11],3.3V
GPIO[12],PIN_AG3,GPIO Connection 0[12],3.3V
GPIO[13],PIN_AG5,GPIO Connection 0[13],3.3V
GPIO[14],PIN_AG6,GPIO Connection 0[14],3.3V
GPIO[15],PIN_AG7,GPIO Connection 0[15],3.3V
GPIO[16],PIN_AG8,GPIO Connection 0[16],3.3V
GPIO[17],PIN_AF4,GPIO Connection 0[17],3.3V
GPIO[18],PIN_AF5,GPIO Connection 0[18],3.3V
GPIO[19],PIN_AF6,GPIO Connection 0[19],3.3V
GPIO[20],PIN_AF8,GPIO Connection 0[20],3.3V
GPIO[21],PIN_AF9,GPIO Connection 0[21],3.3V
GPIO[22],PIN_AF10,GPIO Connection 0[22],3.3V
GPIO[23],PIN_AE7,GPIO Connection 0[23],3.3V
GPIO[24],PIN_AE9,GPIO Connection 0[24],3.3V
GPIO[25],PIN_AE11,GPIO Connection 0[25],3.3V
GPIO[26],PIN_AE12,GPIO Connection 0[26],3.3V
GPIO[27],PIN_AD7,GPIO Connection 0[27],3.3V
GPIO[28],PIN_AD9,GPIO Connection 0[28],3.3V
GPIO[29],PIN_AD10,GPIO Connection 0[29],3.3V
GPIO[30],PIN_AD11,GPIO Connection 0[30],3.3V
GPIO[31],PIN_AD12,GPIO Connection 0[31],3.3V
GPIO[32],PIN_AC9,GPIO Connection 0[32],3.3V
GPIO[33],PIN_AC12,GPIO Connection 0[33],3.3V
GPIO[34],PIN_AB12,GPIO Connection 0[34],3.3V
GPIO[35],PIN_AA12,GPIO Connection 0[35],3.3V
HSMC_CLKIN0,PIN_J14,,
HSMC_CLKIN_N1,PIN_AB27,,
HSMC_CLKIN_N2,PIN_G15,,
HSMC_CLKIN_P1,PIN_AA26,,
HSMC_CLKIN_P2,PIN_H15,,
HSMC_CLKOUT0,PIN_AD29,,
HSMC_CLKOUT_N1,PIN_E6,,
HSMC_CLKOUT_N2,PIN_A10,,
HSMC_CLKOUT_P1,PIN_E7,,
HSMC_CLKOUT_P2,PIN_A11,,
HSMC_D[0],PIN_C10,,
HSMC_D[1],PIN_H13,,
HSMC_D[2],PIN_C9,,
HSMC_D[3],PIN_H12,,
HSMC_SCL,PIN_AA28,,
HSMC_SDA,PIN_AE29,,
HSMC_RX_D_N[0],PIN_G11,,
HSMC_RX_D_N[1],PIN_J12,,
HSMC_RX_D_N[2],PIN_F10,,
HSMC_RX_D_N[3],PIN_J9,,
HSMC_RX_D_N[4],PIN_K8,,
HSMC_RX_D_N[5],PIN_H7,,
HSMC_RX_D_N[6],PIN_G8,,
HSMC_RX_D_N[7],PIN_F8,,
HSMC_RX_D_N[8],PIN_E11,,
HSMC_RX_D_N[9],PIN_B5,,
HSMC_RX_D_N[10],PIN_D9,,
HSMC_RX_D_N[11],PIN_D12,,
HSMC_RX_D_N[12],PIN_D10,,
HSMC_RX_D_N[13],PIN_B12,,
HSMC_RX_D_N[14],PIN_E13,,
HSMC_RX_D_N[15],PIN_G13,,
HSMC_RX_D_N[16],PIN_F14,,
HSMC_RX_D_P[0],PIN_G12,,
HSMC_RX_D_P[1],PIN_K12,,
HSMC_RX_D_P[2],PIN_G10,,
HSMC_RX_D_P[3],PIN_J10,,
HSMC_RX_D_P[4],PIN_K7,,
HSMC_RX_D_P[5],PIN_J7,,
HSMC_RX_D_P[6],PIN_H8,,
HSMC_RX_D_P[7],PIN_F9,,
HSMC_RX_D_P[8],PIN_F11,,
HSMC_RX_D_P[9],PIN_B6,,
HSMC_RX_D_P[10],PIN_E9,,
HSMC_RX_D_P[11],PIN_E12,,
HSMC_RX_D_P[12],PIN_D11,,
HSMC_RX_D_P[13],PIN_C13,,
HSMC_RX_D_P[14],PIN_F13,,
HSMC_RX_D_P[15],PIN_H14,,
HSMC_RX_D_P[16],PIN_F15,,
HSMC_TX_D_N[0],PIN_A8,,
HSMC_TX_D_N[1],PIN_D7,,
HSMC_TX_D_N[2],PIN_F6,,
HSMC_TX_D_N[3],PIN_C5,,
HSMC_TX_D_N[4],PIN_C4,,
HSMC_TX_D_N[5],PIN_E2,,
HSMC_TX_D_N[6],PIN_D4,,
HSMC_TX_D_N[7],PIN_B3,,
HSMC_TX_D_N[8],PIN_D1,,
HSMC_TX_D_N[9],PIN_C2,,
HSMC_TX_D_N[10],PIN_B1,,
HSMC_TX_D_N[11],PIN_A3,,
HSMC_TX_D_N[12],PIN_A5,,
HSMC_TX_D_N[13],PIN_B7,,
HSMC_TX_D_N[14],PIN_B8,,
HSMC_TX_D_N[15],PIN_B11,,
HSMC_TX_D_N[16],PIN_A13,,
HSMC_TX_D_P[0],PIN_A9,,
HSMC_TX_D_P[1],PIN_E8,,
HSMC_TX_D_P[2],PIN_G7,,
HSMC_TX_D_P[3],PIN_D6,,
HSMC_TX_D_P[4],PIN_D5,,
HSMC_TX_D_P[5],PIN_E3,,
HSMC_TX_D_P[6],PIN_E4,,
HSMC_TX_D_P[7],PIN_C3,,
HSMC_TX_D_P[8],PIN_E1,,
HSMC_TX_D_P[9],PIN_D2,,
HSMC_TX_D_P[10],PIN_B2,,
HSMC_TX_D_P[11],PIN_A4,,
HSMC_TX_D_P[12],PIN_A6,,
HSMC_TX_D_P[13],PIN_C7,,
HSMC_TX_D_P[14],PIN_C8,,
HSMC_TX_D_P[15],PIN_C12,,
HSMC_TX_D_P[16],PIN_B13,,
AUD_ADCLRCK,PIN_AH29,Audio CODEC ADC LR Clock,3.3V
AUD_ADCDAT,PIN_AJ29,Audio CODEC ADC Data,3.3V
AUD_DACLRCK,PIN_AG30,Audio CODEC DAC LR Clock,3.3V
AUD_DACDAT,PIN_AF29,Audio CODEC DAC Data,3.3V
AUD_XCK,PIN_AH30,Audio CODEC Chip Clock,3.3V
AUD_BCLK,PIN_AF30,Audio CODEC Bit-stream Clock,3.3V
I2C_SCLK,PIN_Y24 or PIN_E23,I2C Clock,3.3V
I2C_SDAT,PIN_Y23 or PIN_C24,I2C Data,3.3V
FPGA_I2C_SCLK,PIN_Y24,FPGA I2C Clock,3.3V
FPGA_I2C_SDAT,PIN_Y23,FPGA I2C Data,3.3V
HPS_I2C1_SCLK,PIN_E23,I2C Clock of the first HPS I2C concontroller,3.3V
HPS_I2C1_SDAT,PIN_C24,I2C Data of the first HPS I2C concontroller,3.3V
HPS_I2C2_SCLK,PIN_H23,I2C Clock of the second HPS I2C concontroller,3.3V
HPS_I2C2_SDAT,PIN_A25,I2C Data of the second HPS I2C concontroller,3.3V
VGA_R[0],PIN_AK29,VGA Red[0],3.3V
VGA_R[1],PIN_AK28,VGA Red[1],3.3V
VGA_R[2],PIN_AK27,VGA Red[2],3.3V
VGA_R[3],PIN_AJ27,VGA Red[3],3.3V
VGA_R[4],PIN_AH27,VGA Red[4],3.3V
VGA_R[5],PIN_AF26,VGA Red[5],3.3V
VGA_R[6],PIN_AG26,VGA Red[6],3.3V
VGA_R[7],PIN_AJ26,VGA Red[7],3.3V
VGA_G[0],PIN_AK26,VGA Green[0],3.3V
VGA_G[1],PIN_AJ25,VGA Green[1],3.3V
VGA_G[2],PIN_AH25,VGA Green[2],3.3V
VGA_G[3],PIN_AK24,VGA Green[3],3.3V
VGA_G[4],PIN_AJ24,VGA Green[4],3.3V
VGA_G[5],PIN_AH24,VGA Green[5],3.3V
VGA_G[6],PIN_AK23,VGA Green[6],3.3V
VGA_G[7],PIN_AH23,VGA Green[7],3.3V
VGA_B[0],PIN_AJ21,VGA Blue[0],3.3V
VGA_B[1],PIN_AJ20,VGA Blue[1],3.3V
VGA_B[2],PIN_AH20,VGA Blue[2],3.3V
VGA_B[3],PIN_AJ19,VGA Blue[3],3.3V
VGA_B[4],PIN_AH19,VGA Blue[4],3.3V
VGA_B[5],PIN_AJ17,VGA Blue[5],3.3V
VGA_B[6],PIN_AJ16,VGA Blue[6],3.3V
VGA_B[7],PIN_AK16,VGA Blue[7],3.3V
VGA_CLK,PIN_AK21,VGA Clock,3.3V
VGA_BLANK_N,PIN_AK22,VGA BLANK,3.3V
VGA_HS,PIN_AK19,VGA H_SYNC,3.3V
VGA_VS,PIN_AK18,VGA V_SYNC,3.3V
VGA_SYNC_N,PIN_AJ22,VGA SYNC,3.3V
TD_DATA [0],,"TV Decoder	Data[0]",3.3V
TD_DATA [1],,"TV Decoder	Data[1]",3.3V
TD_DATA [2],,"TV Decoder	Data[2]",3.3V
TD_DATA [3],,"TV Decoder	Data[3]",3.3V
TD_DATA [4],,"TV Decoder	Data[4]",3.3V
TD_DATA [5],,"TV Decoder	Data[5]",3.3V
TD_DATA [6],,"TV Decoder	Data[6]",3.3V
TD_DATA [7],,"TV Decoder	Data[7]",3.3V
TD_HS,PIN_AH28,"TV Decoder	H_SYNC",3.3V
TD_VS,PIN_AG28,"TV Decoder	V_SYNC",3.3V
TD_CLK27,PIN_AC18,TV Decoder Clock Input.,3.3V
TD_RESET_N,PIN_AC27,"TV Decoder	Reset",3.3V
IRDA_RXD,PIN_W20,IR Receiver,3.3V
IRDA_TXD,PIN_W21,IR Emitter,3.3V
DRAM_ADDR[0],PIN_AK14,SDRAM Address[0],3.3V
DRAM_ADDR[1],PIN_AH14,SDRAM Address[1],3.3V
DRAM_ADDR[2],PIN_AG15,SDRAM Address[2],3.3V
DRAM_ADDR[3],PIN_AE14,SDRAM Address[3],3.3V
DRAM_ADDR[4],PIN_AB15,SDRAM Address[4],3.3V
DRAM_ADDR[5],PIN_AC14,SDRAM Address[5],3.3V
DRAM_ADDR[6],PIN_AD14,SDRAM Address[6],3.3V
DRAM_ADDR[7],PIN_AF15,SDRAM Address[7],3.3V
DRAM_ADDR[8],PIN_AH15,SDRAM Address[8],3.3V
DRAM_ADDR[9],PIN_AG13,SDRAM Address[9],3.3V
DRAM_ADDR[10],PIN_AG12,SDRAM Address[10],3.3V
DRAM_ADDR[11],PIN_AH13,SDRAM Address[11],3.3V
DRAM_ADDR[12],PIN_AJ14,SDRAM Address[12],3.3V
DRAM_DQ[0],PIN_AK6,SDRAM Data[0],3.3V
DRAM_DQ[1],PIN_AJ7,SDRAM Data[1],3.3V
DRAM_DQ[2],PIN_AK7,SDRAM Data[2],3.3V
DRAM_DQ[3],PIN_AK8,SDRAM Data[3],3.3V
DRAM_DQ[4],PIN_AK9,SDRAM Data[4],3.3V
DRAM_DQ[5],PIN_AG10,SDRAM Data[5],3.3V
DRAM_DQ[6],PIN_AK11,SDRAM Data[6],3.3V
DRAM_DQ[7],PIN_AJ11,SDRAM Data[7],3.3V
DRAM_DQ[8],PIN_AH10,SDRAM Data[8],3.3V
DRAM_DQ[9],PIN_AJ10,SDRAM Data[9],3.3V
DRAM_DQ[10],PIN_AJ9,SDRAM Data[10],3.3V
DRAM_DQ[11],PIN_AH9,SDRAM Data[11],3.3V
DRAM_DQ[12],PIN_AH8,SDRAM Data[12],3.3V
DRAM_DQ[13],PIN_AH7,SDRAM Data[13],3.3V
DRAM_DQ[14],PIN_AJ6,SDRAM Data[14],3.3V
DRAM_DQ[15],PIN_AJ5,SDRAM Data[15],3.3V
DRAM_BA[0],PIN_AF13,SDRAM Bank Address[0],3.3V
DRAM_BA[1],PIN_AJ12,SDRAM Bank Address[1],3.3V
DRAM_LDQM,PIN_AB13,SDRAM byte Data Mask[0],3.3V
DRAM_UDQM,PIN_AK12,SDRAM byte Data Mask[1],3.3V
DRAM_RAS_N,PIN_AE13,SDRAM Row Address Strobe,3.3V
DRAM_CAS_N,PIN_AF11,SDRAM Column Address Strobe,3.3V
DRAM_CKE,PIN_AK13,SDRAM Clock Enable,3.3V
DRAM_CLK,PIN_AH12,SDRAM Clock,3.3V
DRAM_WE_N,PIN_AA13,SDRAM Write Enable,3.3V
DRAM_CS_N,PIN_AG11,SDRAM Chip Select,3.3V
PS2_CLK,PIN_AB25,PS/2 Clock,3.3V
PS2_DAT,PIN_AA25,PS/2 Data,3.3V
PS2_CLK2,PIN_AC25,PS/2 Clock (reserved for second PS/2 device),3.3V
PS2_DAT2,PIN_AB26,PS/2 Data (reserved for second PS/2 device),3.3V
ADC_CONVST,PIN_Y21,Conversion Start,3.3V
ADC_DOUT,PIN_V23,Digital data input,3.3V
ADC_DIN,PIN_W22,Digital data output,3.3V
ADC_SCLK,PIN_W24,Digital clock input,3.3V
HPS_ENET_TX_EN,PIN_A20,GMII and MII transmit enable,3.3V
HPS_ENET_TX_DATA[0],PIN_F20,MII transmit data[0],3.3V
HPS_ENET_TX_DATA[1],PIN_J19,MII transmit data[1],3.3V
HPS_ENET_TX_DATA[2],PIN_F21,MII transmit data[2],3.3V
HPS_ENET_TX_DATA[3],PIN_F19,MII transmit data[3],3.3V
HPS_ENET_RX_DV,PIN_K17,GMII and MII receive data valid,3.3V
HPS_ENET_RX_DATA[0],PIN_A21,GMII and MII receive data[0],3.3V
HPS_ENET_RX_DATA[1],PIN_B20,GMII and MII receive data[1],3.3V
HPS_ENET_RX_DATA[2],PIN_B18,GMII and MII receive data[2],3.3V
HPS_ENET_RX_DATA[3],PIN_D21,GMII and MII receive data[3],3.3V
HPS_ENET_RX_CLK,PIN_G20,GMII and MII receive clock,3.3V
HPS_ENET_RESET_N,PIN_E18,Hardware Reset Signal,3.3V
HPS_ENET_MDIO,PIN_E21,Management Data,3.3V
HPS_ENET_MDC,PIN_B21,Management Data Clock Reference,3.3V
HPS_ENET_INT_N,PIN_C19,Interrupt Open Drain Output,3.3V
HPS_ENET_GTX_CLK,PIN_H19,GMII Transmit Clock,3.3V
HPS_UART_RX,PIN_B25,HPS UART Receiver,3.3V
HPS_UART_TX,PIN_C25,HPS UART Transmitter,3.3V
HPS_CONV_USB_N,PIN_B15,Reserve,3.3V
HPS_DDR3_A[0],PIN_F26,HPS DDR3 Address[0],SSTL-15 Class I
HPS_DDR3_A[1],PIN_G30,HPS DDR3 Address[1],SSTL-15 Class I
HPS_DDR3_A[2],PIN_F28,HPS DDR3 Address[2],SSTL-15 Class I
HPS_DDR3_A[3],PIN_F30,HPS DDR3 Address[3],SSTL-15 Class I
HPS_DDR3_A[4],PIN_J25,HPS DDR3 Address[4],SSTL-15 Class I
HPS_DDR3_A[5],PIN_J27,HPS DDR3 Address[5],SSTL-15 Class I
HPS_DDR3_A[6],PIN_F29,HPS DDR3 Address[6],SSTL-15 Class I
HPS_DDR3_A[7],PIN_E28,HPS DDR3 Address[7],SSTL-15 Class I
HPS_DDR3_A[8],PIN_H27,HPS DDR3 Address[8],SSTL-15 Class I
HPS_DDR3_A[9],PIN_G26,HPS DDR3 Address[9],SSTL-15 Class I
HPS_DDR3_A[10],PIN_D29,HPS DDR3 Address[10],SSTL-15 Class I
HPS_DDR3_A[11],PIN_C30,HPS DDR3 Address[11],SSTL-15 Class I
HPS_DDR3_A[12],PIN_B30,HPS DDR3 Address[12],SSTL-15 Class I
HPS_DDR3_A[13],PIN_C29,HPS DDR3 Address[13],SSTL-15 Class I
HPS_DDR3_A[14],PIN_H25,HPS DDR3 Address[14],SSTL-15 Class I
HPS_DDR3_BA[0],PIN_E29,HPS DDR3 Bank Address[0],SSTL-15 Class I
HPS_DDR3_BA[1],PIN_J24,HPS DDR3 Bank Address[1],SSTL-15 Class I
HPS_DDR3_BA[2],PIN_J23,HPS DDR3 Bank Address[2],SSTL-15 Class I
HPS_DDR3_CAS_n,PIN_E27,DDR3 Column Address Strobe,SSTL-15 Class I
HPS_DDR3_CKE,PIN_L29,HPS DDR3 Clock Enable,SSTL-15 Class I
HPS_DDR3_CK_n,PIN_L23,HPS DDR3 Clock,Differential 1.5-V SSTL Class I
HPS_DDR3_CK_p,PIN_M23,HPS DDR3 Clock p,Differential 1.5-V SSTL Class I
HPS_DDR3_CS_n,PIN_H24,HPS DDR3 Chip Select,SSTL-15 Class I
HPS_DDR3_DM[0],PIN_K28,HPS DDR3 Data Mask[0],SSTL-15 Class I
HPS_DDR3_DM[1],PIN_M28,HPS DDR3 Data Mask[1],SSTL-15 Class I
HPS_DDR3_DM[2],PIN_R28,HPS DDR3 Data Mask[2],SSTL-15 Class I
HPS_DDR3_DM[3],PIN_W30,HPS DDR3 Data Mask[3],SSTL-15 Class I
HPS_DDR3_DQ[0],PIN_K23,HPS DDR3 Data[0],SSTL-15 Class I
HPS_DDR3_DQ[1],PIN_K22,HPS DDR3 Data[1],SSTL-15 Class I
HPS_DDR3_DQ[2],PIN_H30,HPS DDR3 Data[2],SSTL-15 Class I
HPS_DDR3_DQ[3],PIN_G28,HPS DDR3 Data[3],SSTL-15 Class I
HPS_DDR3_DQ[4],PIN_L25,HPS DDR3 Data[4],SSTL-15 Class I
HPS_DDR3_DQ[5],PIN_L24,HPS DDR3 Data[5],SSTL-15 Class I
HPS_DDR3_DQ[6],PIN_J30,HPS DDR3 Data[6],SSTL-15 Class I
HPS_DDR3_DQ[7],PIN_J29,HPS DDR3 Data[7],SSTL-15 Class I
HPS_DDR3_DQ[8],PIN_K26,HPS DDR3 Data[8],SSTL-15 Class I
HPS_DDR3_DQ[9],PIN_L26,HPS DDR3 Data[9],SSTL-15 Class I
HPS_DDR3_DQ[10],PIN_K29,HPS DDR3 Data[10],SSTL-15 Class I
HPS_DDR3_DQ[11],PIN_K27,HPS DDR3 Data[11],SSTL-15 Class I
HPS_DDR3_DQ[12],PIN_M26,HPS DDR3 Data[12],SSTL-15 Class I
HPS_DDR3_DQ[13],PIN_M27,HPS DDR3 Data[13],SSTL-15 Class I
HPS_DDR3_DQ[14],PIN_L28,HPS DDR3 Data[14],SSTL-15 Class I
HPS_DDR3_DQ[15],PIN_M30,HPS DDR3 Data[15],SSTL-15 Class I
HPS_DDR3_DQ[16],PIN_U26,HPS DDR3 Data[16],SSTL-15 Class I
HPS_DDR3_DQ[17],PIN_T26,HPS DDR3 Data[17],SSTL-15 Class I
HPS_DDR3_DQ[18],PIN_N29,HPS DDR3 Data[18],SSTL-15 Class I
HPS_DDR3_DQ[19],PIN_N28,HPS DDR3 Data[19],SSTL-15 Class I
HPS_DDR3_DQ[20],PIN_P26,HPS DDR3 Data[20],SSTL-15 Class I
HPS_DDR3_DQ[21],PIN_P27,HPS DDR3 Data[21],SSTL-15 Class I
HPS_DDR3_DQ[22],PIN_N27,HPS DDR3 Data[22],SSTL-15 Class I
HPS_DDR3_DQ[23],PIN_R29,HPS DDR3 Data[23],SSTL-15 Class I
HPS_DDR3_DQ[24],PIN_P24,HPS DDR3 Data[24],SSTL-15 Class I
HPS_DDR3_DQ[25],PIN_P25,HPS DDR3 Data[25],SSTL-15 Class I
HPS_DDR3_DQ[26],PIN_T29,HPS DDR3 Data[26],SSTL-15 Class I
HPS_DDR3_DQ[27],PIN_T28,HPS DDR3 Data[27],SSTL-15 Class I
HPS_DDR3_DQ[28],PIN_R27,HPS DDR3 Data[28],SSTL-15 Class I
HPS_DDR3_DQ[29],PIN_R26,HPS DDR3 Data[29],SSTL-15 Class I
HPS_DDR3_DQ[30],PIN_V30,HPS DDR3 Data[30],SSTL-15 Class I
HPS_DDR3_DQ[31],PIN_W29,HPS DDR3 Data[31],SSTL-15 Class I
HPS_DDR3_DQS_n[0],PIN_M19,HPS DDR3 Data Strobe n[0],Differential 1.5-V SSTL Class I
HPS_DDR3_DQS_n[1],PIN_N24,HPS DDR3 Data Strobe n[1],Differential 1.5-V SSTL Class I
HPS_DDR3_DQS_n[2],PIN_R18,HPS DDR3 Data Strobe n[2],Differential 1.5-V SSTL Class I
HPS_DDR3_DQS_n[3],PIN_R21,HPS DDR3 Data Strobe n[3],Differential 1.5-V SSTL Class I
HPS_DDR3_DQS_p[0],PIN_N18,HPS DDR3 Data Strobe p[0],Differential 1.5-V SSTL Class I
HPS_DDR3_DQS_p[1],PIN_N25,HPS DDR3 Data Strobe p[1],Differential 1.5-V SSTL Class I
HPS_DDR3_DQS_p[2],PIN_R19,HPS DDR3 Data Strobe p[2],Differential 1.5-V SSTL Class I
HPS_DDR3_DQS_p[3],PIN_R22,HPS DDR3 Data Strobe p[3],Differential 1.5-V SSTL Class I
HPS_DDR3_ODT,PIN_H28,HPS DDR3 On-die Termination,SSTL-15 Class I
HPS_DDR3_RAS_n,PIN_D30,DDR3 Row Address Strobe,SSTL-15 Class I
HPS_DDR3_RESET_n,PIN_P30,HPS DDR3 Reset,SSTL-15 Class I
HPS_DDR3_WE_n,PIN_C28,HPS DDR3 Write Enable,SSTL-15 Class I
HPS_DDR3_RZQ,PIN_D27,External reference ball for output drive calibration,1.5 V
HPS_SD_CLK,PIN_A16,HPS SD Clock,3.3V
HPS_SD_CMD,PIN_F18,HPS SD Command Line,3.3V
HPS_SD_DATA[0],PIN_G18,HPS SD Data[0],3.3V
HPS_SD_DATA[1],PIN_C17,HPS SD Data[1],3.3V
HPS_SD_DATA[2],PIN_D17,HPS SD Data[2],3.3V
HPS_SD_DATA[3],PIN_B16,HPS SD Data[3],3.3V
HPS_USB_CLKOUT,PIN_N16,60MHz Reference Clock Output,3.3V
HPS_USB_DATA[0],PIN_E16,HPS USB_DATA[0],3.3V
HPS_USB_DATA[1],PIN_G16,HPS USB_DATA[1],3.3V
HPS_USB_DATA[2],PIN_D16,HPS USB_DATA[2],3.3V
HPS_USB_DATA[3],PIN_D14,HPS USB_DATA[3],3.3V
HPS_USB_DATA[4],PIN_A15,HPS USB_DATA[4],3.3V
HPS_USB_DATA[5],PIN_C14,HPS USB_DATA[5],3.3V
HPS_USB_DATA[6],PIN_D15,HPS USB_DATA[6],3.3V
HPS_USB_DATA[7],PIN_M17,HPS USB_DATA[7],3.3V
HPS_USB_DIR,PIN_E14,Direction of the Data Bus,3.3V
HPS_USB_NXT,PIN_A14,Throttle the Data,3.3V
HPS_USB_RESET,PIN_G17,HPS USB PHY Reset,3.3V
HPS_USB_STP,PIN_C15,Stop Data Stream on the Bus,3.3V
HPS_GSENSOR_INT,PIN_B22,HPS GSENSOR Interrupt Output,3.3V
HPS_I2C1_SCLK,PIN_E23,HPS I2C Clock (share bus with LTC),3.3V
HPS_I2C1_SDAT,PIN_C24,HPS I2C Data (share bus),3.3V
HPS_LTC_GPIO,PIN_H17,HPS LTC GPIO,3.3V
HPS_I2C2_SCLK,PIN_H23,HPS I2C2 Clock (share bus with G-Sensor),3.3V
HPS_I2C2_SDAT,PIN_A25,HPS I2C2 Data (share bus with G-Sensor),3.3V
HPS_SPIM_CLK,PIN_C23,SPI Clock,3.3V
HPS_SPIM_MISO,PIN_E24,SPI Master Input/Slave Output,3.3V
HPS_SPIM_MOSI,PIN_D22,SPI Master Output /Slave Input,3.3V
HPS_SPIM_SS,PIN_D24,SPI Slave Select,3.3V
